% randomly generated dataset
@relation segment
@attribute region-centroid-col NUMERIC
@attribute region-centroid-row NUMERIC
@attribute region-pixel-count NUMERIC
@attribute short-line-density-5 NUMERIC
@attribute short-line-density-2 NUMERIC
@attribute vedge-mean NUMERIC
@attribute vegde-sd NUMERIC
@attribute hedge-mean NUMERIC
@attribute hedge-sd NUMERIC
@attribute intensity-mean NUMERIC
@attribute rawred-mean NUMERIC
@attribute rawblue-mean NUMERIC
@attribute rawgreen-mean NUMERIC
@attribute exred-mean NUMERIC
@attribute exblue-mean NUMERIC
@attribute exgreen-mean NUMERIC
@attribute value-mean NUMERIC
@attribute saturation-mean NUMERIC
@attribute hue-mean NUMERIC
@attribute class {brickface,sky,foliage,cement,window,path,grass}
@data
217,80,9,0,0,0.388889,0.58373,2.77778,0.720082,15.8519,21.2222,23.2222,12.4444,-21.8889,22.1111,-10.2222,23.2222,0.489982,-2.14227,window
121,237,9,0,0,1.33333,1.67885,1.55556,0.785185,7.48148,6.11111,5.11111,11.2222,-4.11111,-7.11111,11.2222,11.2222,0.557235,1.93847,grass
5,210,9,0,0.111111,2.16667,1.67,2,2.61336,51.2963,45.4444,64.3333,44.1111,-17.5556,39.1111,-21.5556,64.3333,0.317566,-2.0209,cement
57,177,9,0,0,0.944445,0.551852,1.44444,0.474074,19.5926,15.7778,12.1111,24.5556,-11.4444,-3.44444,14.8889,24.5556,0.35899,2.41326,grass
200,215,9,0,0,1.55556,0.958394,4.72222,2.64505,23.037,17.1111,22.5556,29.4444,-17.7778,-1.44444,19.2222,29.4444,0.420767,2.56105,grass
52,185,9,0,0,0.666667,1.42222,0.944444,0.951853,26.037,14.8889,18.2222,24.6667,-13.1111,-3.11111,16.2222,24.6667,0.396458,2.45184,grass
60,52,9,0,0,0.722223,0.829631,0.777777,0.740744,111.63,101,129.222,104.667,-31.8889,52.7778,-20.8889,129.222,0.218379,-2.22968,sky
94,13,9,0,0,1.05556,0.507406,2,1.24444,141.593,134.889,61.7778,140,-20.1111,24.8889,-4.77778,149.889,0.100091,-2.44927,sky
179,69,9,0,0,0.444444,0.490654,2.94444,0.742867,40.6667,5.11111,44.5556,36.5556,0.666667,11.6667,-13.7778,44.5556,0.17869,-1.51876,cement
226,95,9,0.111111,0,2.05556,1.34026,0.888891,0.91084,55.6296,47.4444,71.6667,47.7778,-24.5556,48.1111,-23.5556,71.6667,0.637421,-2.10786,cement
214,121,9,0,0,0.277778,0.062963,0.111111,0.074074,1.14815,0,132.444,0.111111,-3.44444,6.55556,-3.11111,2.22222,1,-2.13264,foliage
103,195,9,0.111111,0,2.05556,1.57407,2.05556,3.7963,8.51852,6.33333,6.88889,12.3333,-6.55556,-4.88889,-19.3333,12.3333,0.250204,-1.38687,grass
229,24,9,0,0,3.05556,1.10889,1.22222,1.04704,49.1852,42.3333,61.2222,44,-20.5556,36.1111,-15.5556,61.2222,0.30862,-2.03348,cement
190,45,9,0,0,0.666667,0.666666,4.33333,0.54433,2.44444,91.2222,25,3,-39.2222,53.7778,-14.5556,126.889,0.244289,-2.37181,sky
195,22,9,0,0,1.16667,0.522222,1.16667,0.477777,2.44444,0.666667,5.77778,3.44444,-5.33333,10,-4.66667,5.77778,0.911155,2.56105,cement
97,75,9,0,0.111111,2,1.91111,3.77778,8.29629,24.8519,24,31.6667,18.8889,-2.55556,33.1111,-17.8889,3.22222,0.40212,-1.65277,brickface
227,116,9,0,0,0.388889,0.151852,0.222222,0.074074,5.40741,0.222222,6.77778,2.88889,3.44444,4.11111,-14,6.88889,0.580026,-1.09315,brickface
221,102,9,0,0,1.22222,1.40897,0.944444,1.52631,14.7407,11.6667,28,20.1111,-9.22222,2.88889,16.1111,20.1111,0.434488,2.19376,grass
130,32,9,0,0,1.11111,1.04704,0.833334,0.836659,114.222,54.2222,70.8889,53.3333,-15.7778,34.2222,-18.4444,42.1111,0.249001,-2.04242,cement
71,197,9,0,0,2.72222,1.85492,4.55556,2.14649,122.593,49.1111,69.5556,47.6667,-19,42.3333,-23.3333,69.5556,0.314739,-2.02432,path
118,109,9,0,0.111111,1.94444,2.65553,4,3.08401,13.2963,12.2222,22.3333,10.5556,-13.6667,27.1111,-8.22222,22.3333,0.694627,-2.34409,foliage
116,190,9,0,0,3.77778,2.09408,4.55556,3.72777,55.963,51.6667,71.1111,51.5556,-19.3333,19.6667,-19.6667,3.88889,0.285916,-2.1029,path
90,134,9,0,0,0.388889,0.033333,0.944444,0.344265,2.11111,117,4.66667,0.666667,-3.33333,7.66667,-4.33333,4.66667,0.881481,-2.01314,window
161,89,9,0,0,4.66667,5.11642,0.166667,2.05931,3.11111,2.88889,3.77778,2.66667,0,55.8889,-1.33333,3.77778,0.097643,-1.89048,foliage
248,13,9,0,0,0.777779,0.207408,1.11111,0.296294,104.111,88.2222,128.444,95.6667,-47.6667,73,-25.3333,29.8889,0.313159,-1.9857,sky
38,201,9,0.111111,0,1.77778,1.67407,1.66667,1.77778,46.3704,20.8889,29.7778,16.8889,-5.11111,21.8889,-16.7778,29.7778,0.432047,-1.77166,brickface
26,104,9,0,0,1.55556,0.474074,2.11111,4.38519,5.59259,1.77778,10.2222,4.77778,-11.4444,13.8889,-2.44444,10.2222,0.843607,-2.45198,window
81,135,9,0,0,0.444444,0.272166,0.222222,1.6113,1.40741,0.777778,3.33333,40.1111,-22,5.77778,-11.5556,6.77778,0.972222,-1.88072,window
27,189,9,0,0,1,0.311111,2.61111,2.50741,32.7778,29,40.3333,28.6667,-11.3333,23.6667,16.6667,40.6667,0.297841,-2.06427,path
200,250,9,0,0,2.27778,1.42075,1.44444,1.0256,9.22222,6.55556,7.33333,29.4444,-8,-5.66667,13.6667,13.7778,0.56339,2.19294,grass
80,87,9,0,0.111111,24.3889,572.996,44.7222,1386.33,67.4444,58.7778,79,64.5556,-26,50.8889,-8.66667,79,0.306281,-2.42213,foliage
140,124,9,0,0,1,0.444445,1.55555,1.05185,2.51852,0.222222,6.11111,1.22222,-6.88889,10.7778,-3.88889,6.11111,0.973765,-2.26746,foliage
191,161,9,0,0,2.77778,5.54073,11.7778,93.9852,41.963,36.5556,51.2222,38.1111,-16.2222,27.7778,-3.88889,51.3333,0.282125,-2.38829,path
94,135,9,0,0,2.27778,1.26296,0.555555,0.385185,2.18519,0.777778,4.88889,0.888889,-4.22222,8.11111,-3.88889,4.88889,0.888007,-2.11097,window
63,203,9,0,0,1.16667,3.79131,3.44444,4.03687,58.4815,52.4444,71.6667,51.3333,-13.1111,39.5556,-21.4444,71.6667,0.437404,-2.03464,path
205,177,9,0,0,2.83333,9.63333,8.5,17.3667,32.4444,28.4444,40.3333,28.5556,-12,17.1111,-11.6667,52.8889,0.296365,-2.12124,path
100,111,9,0,0,3.72222,0.459472,4.11111,19.4963,4.88889,2.22222,9.11111,3.33333,-8,12.6667,-4.66667,9.11111,0.864664,-2.21647,foliage
51,115,9,0,0,1.66667,0.488889,1.38889,0.685185,2.7037,0.555556,5.66667,1.88889,-6.44444,8.88889,-2.44444,5.66667,0.917989,-2.35839,grass
108,146,9,0,0,0,0,0,2.26487,0,0,0,40.6667,0,22,0,0,0,0,foliage
187,118,9,0,0,1.33333,0.711111,1.33333,0.711109,40.5185,37.7778,47.6667,36.1111,-8.22222,21.4444,-13.2222,47.6667,0.24473,-1.9427,cement
78,186,9,0,0,1.16667,0.691215,1.16667,1.00554,15.5926,24.2222,11.7778,21.1111,-5.11111,-11.4444,16.5556,21.1111,0.442661,1.86365,grass
19,134,9,0,0,0.111111,0.172133,1.11111,0.272166,1.85185,131.556,3.88889,0.666667,-2.55556,31.7778,-3.55556,3.88889,0.833333,-1.9978,window
56,243,9,0,0,2.22222,5.27407,2.55556,0.829629,6.48148,37.8889,4.88889,9.44444,-19.8889,-4.77778,8.88889,9.44444,0.525437,-2.13488,grass
68,172,9,0,0,0.555556,1.06284,2.33333,1.69967,23.2593,52.5556,30.1111,35.6667,-16.6667,0,16.6667,35.6667,0.312295,2.6178,grass
166,55,9,0,0,1.38889,0.818524,1.16667,0.700002,124.111,113.889,139.333,119.111,-30.6667,45.6667,-15,139.333,0.182623,-2.30818,sky
167,57,9,0,0,0.944447,0.374073,0.77778,0.696297,56.7037,84,121.556,90.2222,-43.7778,68.8889,-25.1111,121.556,0.194622,-2.1389,sky
200,13,9,0,0,1.77778,1.85792,0,0.250924,9.2963,6.11111,15.8889,5.88889,-9.55556,19.7778,-10.2222,15.8889,0.632739,-2.07413,window
30,124,9,0,0,0.611111,0.107407,0.611111,0.107407,6,?,7.22222,3.33333,4.33333,3.66667,-8,7.77778,0.571649,-0.987873,path
231,124,9,0,0,3.44444,1.84074,0.222222,6.43334,3,1.44444,6.44444,1.66667,-11.6667,8.66667,-4,1.88889,0.895369,-2.11894,foliage
29,195,9,0,0,0.444444,0.403687,0.611111,0.680414,16.037,14.4444,13.3333,20.3333,-4.77778,-8.11111,-11.5556,28.5556,0.342307,1.94304,grass
109,130,9,0,0,1.11111,0.740741,3.83333,21.763,17.8889,9.88889,18.8889,10.3333,-9.44444,17.5556,-8.11111,18.8889,0.548124,-2.13737,cement
207,115,9,0,0,?,0.32963,0.166667,0.033333,1.22222,0.444444,2.88889,0.333333,-2.33333,5,-19.8889,2.88889,0.558201,-2.06554,window
129,176,9,0,0,1.44444,0.655462,2.72222,1.5408,22.7407,50.4444,19.7778,29,-3.55556,-8.88889,-1.77778,29,0.335021,2.1269,cement
4,87,9,0.111111,0,2.77778,3.09629,2.72222,4.37407,17.3333,18.2222,21,12.7778,2.66667,11,-13.6667,21.1111,0.391731,-1.31837,brickface
235,73,?,0,0,1.88889,2.09408,1.72222,0.385185,48.3333,42.7778,59.6667,42.5556,-16.6667,34,-17.3333,59.6667,0.290585,-2.0811,path
66,160,9,0,0,3,4.04445,2.77778,0.429629,22.8519,18.2222,31.5556,18.7778,-13.8889,26.1111,-12.2222,31.5556,0.426014,-2.13873,cement
60,52,9,0,0,0.722223,0.596301,1.94444,0.740744,111.63,23.5556,129.222,104.667,-31.8889,52.7778,-20.8889,129.222,0.218379,-2.22968,sky
103,216,9,0,0,0.888889,0.651852,2.16667,1.14444,125.444,10.8889,13.6667,19.1111,-11,-2.66667,13.6667,19.1111,0.431696,2.44755,grass
151,158,9,0,0,1.05556,0.774071,1.61111,0.418517,100.444,86.2222,122.222,92.8889,-42.6667,65.3333,-22.6667,122.222,0.294515,-2.28813,sky
22,87,9,0,0,1.88889,5.5,1.16667,0.623611,64.037,55.7778,80.3333,56,-24.7778,48.8889,-24.1111,80.3333,0.3097,-2.10507,cement
80,95,9,0.111111,0,1.22222,1.00741,0.944444,0.551851,21.4074,21.3333,26.6667,16.2222,-0.222222,15.7778,-15.5556,26.6667,0.390436,-1.56733,brickface
18,123,9,0,0,0.722222,0.02963,0.611111,0.418518,1.07407,0.111111,2.66667,0.444444,-2.88889,4.77778,-2.44444,30.2222,0.981482,-2.16921,foliage
60,181,9,0.111111,0,1.66667,1.2,2.66667,1.98518,19.6296,16.4444,17.8889,23.8889,-7.55556,-5.22222,12.7778,9.22222,0.285691,-1.99775,grass
96,133,9,0,0,0.055556,0.018519,1.33333,0.02963,0.481482,0,1.44444,50.3333,-1.44444,-6.88889,-1.44444,1.44444,1,-2.0944,foliage
19,62,9,0,0,0.722222,0.389682,0.666667,0.344444,62.8148,53.7778,80,54.6667,-27.1111,51.5556,-24.4444,80,0.329364,-2.12621,cement
242,148,9,0,0,0,0,0,0,0,0,0,42.8889,0,0,0,0,1,-2.03065,window
161,144,9,0,0,0,1.32777,0,0.344265,0,0,0,0,0,0,-15.2222,0,0,0,grass
96,13,9,0,0,0.833331,0.47778,2.66667,0.207406,131.778,122.111,144.778,128.444,-29,5.22222,-10,144.778,0.156568,-2.38625,sky
58,217,9,0,0,1.38889,1.06284,0.888889,1.3499,11.9259,9.77778,9,17,-17.4444,-8.77778,15.2222,17,0.486598,2.00664,grass
104,191,9,0,0,3.22222,1.97391,3.77778,2.90338,63.0741,55.3333,79.2222,54.6667,-23.2222,48.4444,-25.2222,79.2222,0.311587,-2.06595,path
42,57,9,0,0,1.38889,0.975628,0.999999,0.365148,65.7037,54.8889,79.4444,58.2222,-18.7778,41.2222,-22.4444,143.111,0.266776,-2.0307,cement
158,200,9,0.111111,0,0.944447,3.52963,2.11111,4.07407,14.8889,11.4444,13.5556,118.889,-10.3333,-4,14.3333,19.6667,0.981482,2.3587,grass
161,176,9,0,0,0.388889,0.151852,0.666667,0.388889,13,10.1111,0,17.1111,-8.66667,-3.66667,12.3333,17.1111,0.407734,2.34062,grass
122,123,9,0,0,0.611111,0.374074,0.5,0.211111,1.18519,0,3.33333,0.222222,-28.7778,6.44444,-3,3.33333,1,-2.14267,foliage
33,90,9,0.111111,0,0.5,0.408248,1.83333,0.547723,6.44444,11.8889,25.7778,23.8889,-14.3333,27.3333,-13,25.7778,0.539116,-2.03623,window
137,182,9,0,0,1.83333,3.85556,3.61111,0.311108,34.9259,31.4444,42.8889,30.4444,-10.4444,23.8889,-13.4444,42.8889,0.285756,-2.00112,path
248,116,9,0,0,3.27778,0.285185,1.11111,0.834444,?,25,38.3333,28.7778,-13.3333,26.6667,-13.3333,76.2222,0.355756,-2.09078,cement
200,193,9,0,0,2.55556,2.04033,4.61111,3.59269,41.1852,37.4444,50,36.1111,-11.2222,25.5556,-15.2222,50,0.279876,-1.9958,path
67,136,9,0,0,1.38889,3.70835,0.388889,3.19722,15.5185,9,25.3333,12.2222,-19.5556,29.4444,-9.88889,25.3333,0.660813,-2.30751,foliage
76,89,9,0.111111,0,1.05556,0.952579,3.27778,2.45327,16.8148,12.8889,24.4444,13.1111,-11.7778,22.8889,15.7778,24.4444,0.473045,2.41326,window
21,101,9,0,0.111111,3.38889,27.9741,6.44444,59.4963,10.1852,5.77778,15.5556,9.22222,-13.2222,16.1111,-22.6667,15.5556,0.700087,-2.44804,foliage
149,223,9,0,0,1.22222,0.562964,2.33333,3.82222,23.6667,28.3333,30.3333,17.5556,-1.66667,20,-18.3333,30.3333,0.420973,-1.63778,brickface
127,143,9,0,0,1.5,0.122222,14.0556,0.607407,41.8148,0.888889,7.33333,0.888889,-9.88889,6.66667,-5.88889,21.8889,0.915376,-2.25741,foliage
201,40,9,0,0,1.05556,4.32435,1.5,1.54444,?,113.333,139.667,118.333,-31.3333,47.6667,-16.3333,139.667,0.188503,-2.2922,sky
192,40,9,0,0,1.22222,0.207408,1.33333,0.488891,124.63,19.2222,140.556,118.889,-30.5556,47.7778,-6.44444,140.556,0.185749,-2.27022,sky
23,237,9,0,0,1.66667,3.17921,1.77778,1.71852,4.37037,4.22222,4.55556,8.77778,-4.88889,-3.88889,8.77778,8.77778,0.541266,2.18053,grass
211,107,9,0.111111,0,2.55556,2.25185,2.05556,2.81852,136.296,11.7778,25.7778,12.6667,-14.8889,27.1111,-12.2222,65.6667,0.547173,-2.15946,window
151,75,9,0,0,0.5,0.240741,0.888891,0.385184,111.815,99.1111,131.111,105.222,-38.1111,57.8889,-19.7778,131.111,0.244021,-2.29393,sky
186,188,9,0,0,1.22222,1.22963,0.388889,0.151852,123.037,6.88889,6.22222,2.88889,-12.5556,2.66667,-7.33333,7,0.587963,-0.889024,brickface
100,115,9,0.111111,0,0.777778,0.162963,0.722222,0.32963,1.92593,20,6.22222,1.66667,-7.22222,15.7778,-3.22222,6.22222,0.954365,-2.32187,foliage
182,152,9,0,0,0.611111,35.6185,0.722222,0.062963,5.88889,7.66667,69.5556,3.33333,5.33333,2.33333,-7.66667,7.88889,0.577601,-2.09781,brickface
10,94,9,0,0,0.444445,0.118519,0.722222,0.196296,2.25926,0.111111,6,0.666667,-6.44444,11.2222,-4.77778,6,0.986111,-2.18971,foliage
23,88,9,0,0,2,0.385188,2.94444,1.04074,20.5926,18.7778,27.3333,15.6667,-5.44444,20.2222,-14.7778,27.3333,0.424904,-1.78515,brickface
94,144,9,0,0,0.444444,0.118518,0.5,0.166667,1.14815,0,56.3333,0,-3.44444,6.88889,-3.44444,1.55556,1,-2.0944,foliage
17,124,9,0,0,1.16667,0.611111,0.999999,0.785185,7.96296,14.5556,2.66667,0.555556,3.22222,4.55556,-1.77778,2.66667,0.953704,-2.16921,foliage
149,163,9,0,0,2.61111,12.1518,1.27778,48.8889,41.6667,0.333333,51.3333,38.2222,-18.6667,29,-10.3333,51.3333,0.407407,-2.38444,window
38,103,9,0,0,0.888889,1.05185,1.05556,1.3963,?,53.3333,6.66667,51.6667,-14.5556,34.1111,-19.5556,69.5556,0.257014,-1.99759,cement
143,24,9,0,0,1.27778,0.907406,0.888888,1.14075,127.63,3.22222,141.667,123.556,-29.8889,42.1111,-12.2222,141.667,0.169397,-2.05408,sky
4,40,9,0,0,1.88889,2.71111,1.11111,2.11852,17.1852,19.5556,23.3333,18.1111,-4.55556,7.11111,-13.8889,23.3333,0.276784,-1.7836,brickface
123,140,9,0,0,0.722222,0.490653,0.444444,0.151852,1.03704,0.777778,1.88889,0.444444,-0.777778,13.5556,18.7778,1.88889,0.814815,-2.41039,window
210,47,9,0,0,0.5,0.211113,0.666667,0.488889,97.1111,?,121.444,87.3333,-43.6667,73,-29.3333,121.444,0.320097,-2.22322,brickface
190,81,9,0,0,1.22222,0.651852,1.83333,0.385185,42.9259,39.4444,51.5556,37.7778,-10.4444,25.8889,-15.4444,51.5556,0.405118,-1.97042,cement
63,91,9,0,0,2.61111,1.01112,0.944445,0.685187,141.815,137.111,148.889,47.7778,-14.1111,21.2222,-7.11111,148.889,0.079806,-2.27677,sky
172,183,9,0,0,2.88889,1.68215,4.05556,3.07258,56.3333,2,4.44444,48.5556,4.66667,41,-23.3333,70,0.305472,-1.99758,path
93,231,9,0,0,2.44444,12.2667,1,3.15556,12.2963,8.77778,11.1111,17,-10.5556,-3.55556,14.1111,17,0.485216,-2.57363,grass
50,88,9,0,0,2.22222,0.122222,2,1.29957,5.66667,2.55556,9.66667,4.77778,-9.33333,12,-2.66667,9.66667,0.760734,-2.41399,foliage
234,110,9,0,0,0.833333,0.211111,2.44444,0.566667,1.81481,0.111111,4.88889,0.444444,-5.11111,9.22222,-4.11111,4.88889,0.984127,-2.15251,foliage
142,102,9,0.111111,0,1.11111,0.834444,2.77778,2.0512,43.6296,40.3333,52.8889,37.6667,-9.88889,27.7778,-17.8889,40.3333,0.286863,-1.90498,path
49,177,9,0,0,0.999999,4.21329,0.833333,0.72265,125.111,114,141.556,119.778,-33.3333,49.3333,-16,141.556,0.194537,-2.31368,sky
85,92,9,0.111111,0,1.77778,1.04704,1.94444,1.51168,14.7407,12.6667,54.4444,20,-6.22222,-9.55556,-11.1111,20,0.423123,1.96654,grass
226,110,9,0,0,3.22222,0.088889,0.5,0.211111,1.66667,0.111111,4.44444,0.444444,-4.66667,8.33333,-3.66667,23,0.977778,-2.15598,foliage
86,239,9,0.111111,0,2.05556,1.88518,1.72222,3.39629,21.1481,2.22222,26.3333,15.6667,0.888889,15.5556,-16.4444,26.3333,0.331663,-1.51256,path
235,196,9,0,0,1.66667,1.33333,14.9444,1.14827,50.4444,41.7778,58.5556,41.4444,-16.4444,33.8889,-17.4444,58.5556,0.294238,-1.55423,path
174,238,9,0,0,1.16667,0.877777,1.05556,2.28518,8.51852,53,5.66667,12.4444,-3.22222,-8.55556,11.7778,57.1111,0.54054,1.84473,grass
217,73,9,0,0,0.888889,0.785185,1.72222,1.64204,2.51852,0.555556,9.66667,3.11111,-9.22222,14.4444,-5.22222,9.66667,0.60922,-2.26818,foliage
115,88,9,0,0,1.94444,1.45169,2.33333,2.82056,10.3704,7.66667,9.66667,13.7778,-8.11111,-2.11111,10.2222,13.7778,0.445969,2.42638,grass
51,56,9,0,0,0.888887,0.162963,0.722221,0.755556,126.444,116.222,141.667,121.444,-30.6667,5.33333,-15,141.667,0.179483,-2.30766,sky
83,117,9,0,0,1.83333,1.3784,0.722222,0.490653,17.1111,14.5556,5.88889,13.7778,-7.66667,17.6667,-10,4.44444,0.402203,-2.00514,window
230,98,9,0,0,0.388889,0.151852,2.55556,0.062963,1.40741,0,4.11111,0.111111,-4.22222,8.11111,-3.22222,4.11111,1,-2.11372,foliage
243,41,9,0,0,1,0.355559,0.277779,1.06667,135.222,128.444,145.889,131.333,-20.3333,32,-11.6667,145.889,0.119532,-2.27023,cement
42,73,9,0,0,1.33333,1.22927,2.5,1.65664,50.2222,45.4444,61.3333,43.8889,-14.3333,33.3333,-19,61.3333,0.285554,-2.00718,path
252,194,9,0,0,2.16667,0.166667,2.05556,2.02667,18.5556,15,15.3333,25.3333,-10.6667,-9.66667,20.3333,25.3333,0.422491,2.12652,grass
174,59,9,0,0,0.833335,0.349603,1.33333,0.8165,122.037,110.556,138.778,46.7778,-34.4444,50.2222,-15.7778,138.778,0.829748,-2.32317,path
18,145,9,0,0,1.05556,0.018519,0.611111,0.374074,3.92593,5.55556,4,2.22222,4.88889,0.222222,-5.11111,5.55556,0.46306,-0.57094,foliage
75,103,9,0.111111,0,1.38889,3.83213,1.88889,1.0963,18.963,20.2222,22.7778,49.8889,3.77778,11.4444,?,22.7778,0.388385,-1.33413,brickface
173,152,9,0,0,0,0,0,0.327729,0,0,0,41.6667,0,0,0,0,0,0,window
204,156,9,0,0,0.5,0.278886,2,0.557773,23.7037,17.3333,25.4444,28.3333,-19.1111,3.11111,13.8889,?,0.389034,2.86493,grass
83,114,9,0,0,6.72222,1.12963,1.94444,0.596297,19.8519,44.6667,24.6667,14.8889,0.444444,14.4444,-14.8889,24.6667,0.394964,-1.50866,brickface
77,186,9,0,0,2,2.66667,2.33333,3.55556,34.963,31.1111,43.4444,30.3333,-11.5556,25.4444,-13.8889,43.4444,0.303377,-2.03664,path
211,126,9,0,0,0.111111,0.744446,0.944445,0.207406,57.8148,52.3333,45.6667,50.6667,-16.4444,39.5556,-21.4444,70.4444,0.175849,-2.00603,cement
243,130,9,0,0,2.33333,2.53333,1.44444,0.474074,21.3704,15.7778,31.8889,16.4444,-16.7778,31.5556,-14.7778,31.8889,0.505441,2.16426,cement
208,240,9,0.111111,0,1.38889,3.67407,2.44444,5.00741,14.1481,10.8889,?,18.5556,-9.77778,-3.44444,13.2222,18.5556,0.421621,2.39249,grass
241,218,9,0,0,1.77778,3.4963,2.66667,1.02222,8.44444,5.44444,7.11111,12.5556,-9,-3.33333,12.3333,12.5556,0.569266,2.36144,grass
197,121,9,0,0,15.3889,17.3628,0.944444,0.904721,41.037,37.4444,49.4444,36.2222,-10.7778,25.2222,-14.4444,49.4444,0.280578,-1.99554,cement
58,19,9,0,0,1.61111,0.418515,5.22222,1.27777,49.1852,121,142.667,126.111,-26.7778,-3.66667,-13.7778,142.667,0.151812,-2.34076,sky
126,141,9,0,0,1.38889,1.35185,0.888889,0.172133,5.22222,0.444444,7.66667,1.66667,-8.44444,13.2222,-4.77778,5.66667,0.953086,-2.25712,foliage
