% randomly generated dataset
@relation segment
@attribute region-centroid-col NUMERIC
@attribute region-centroid-row NUMERIC
@attribute region-pixel-count NUMERIC
@attribute short-line-density-5 NUMERIC
@attribute short-line-density-2 NUMERIC
@attribute vedge-mean NUMERIC
@attribute vegde-sd NUMERIC
@attribute hedge-mean NUMERIC
@attribute hedge-sd NUMERIC
@attribute intensity-mean NUMERIC
@attribute rawred-mean NUMERIC
@attribute rawblue-mean NUMERIC
@attribute rawgreen-mean NUMERIC
@attribute exred-mean NUMERIC
@attribute exblue-mean NUMERIC
@attribute exgreen-mean NUMERIC
@attribute value-mean NUMERIC
@attribute saturation-mean NUMERIC
@attribute hue-mean NUMERIC
@attribute class {brickface,sky,foliage,cement,window,path,grass}
@data
94,190,9,0,0,0.833333,1.06979,0.777778,2.0512,27.0741,53.4444,12,30.6667,-9.33333,16.3333,14.6667,77,0.180972,-2.20776,sky
86,203,9,0,0,0.999999,0.211111,0.444445,3.39629,68.1111,46.5556,132.333,8.77778,-13.4444,51.5556,-15.3333,5.22222,0.312366,-2.52165,window
19,235,9,0,0,3.27778,0.177778,0.888889,3.12279,135.296,0,79,20.7778,-17.8889,4.88889,-17.4444,2.33333,0.293586,-2.0932,foliage
235,176,9,0,0,2.16667,572.996,1.16667,1.52023,53.6667,10.3333,26.8889,6.66667,-3.22222,0,-14.6667,3.22222,0.479931,-2.12325,foliage
80,162,9,0,0,0.444444,0.62361,1.11111,0.596297,2.14815,0.111111,62.8889,12.5556,-9.88889,23.8889,-13.2222,7.55556,0.44486,-2.18486,cement
159,117,9,0,0,1.61111,0.250924,1.05556,0.240741,15.8148,65,61.1111,15.6667,-8.77778,54.7778,-11.2222,27.3333,0.774121,-2.11023,path
223,152,9,0,0,2.38889,3.26296,9.11111,0.266668,60.2963,7.55556,74.7778,50.8889,-11.5556,-3.33333,11.5556,22.6667,0.929574,-2.03415,cement
96,20,9,0,0,3.88889,1.27778,2.66667,1.50554,6.03704,39,32.5556,126.222,-4.22222,42.1111,-19.4444,74.2222,0.485044,-2.06698,brickface
26,17,9,0,0,0.055556,0.607404,14.9444,9.14074,7.03704,12.4444,57.1111,56,-4.66667,50.6667,-20.1111,75.1111,0.479715,-2.04631,sky
209,89,9,0,0,0.999999,0.151852,0.888889,1.17379,21.4444,119.222,70.1111,131.333,-4.55556,10.8889,-20.7778,3.22222,0.415772,-2.32317,brickface
201,141,9,0,0,0.277778,0.162964,2.33333,1.16746,24.5926,13.5556,13.3333,3.33333,-20.2222,50.7778,-22.6667,21.1111,0.355756,-2.07387,window
35,188,9,0,0,2,0.785184,0.944445,1.78471,31.8519,7.55556,3.44444,18.7778,-19,52.7778,-14.5556,13,0.292307,2.15678,foliage
97,245,9,0,0,1.16667,0.501849,1.66667,0.172132,16.0741,20.3333,11.7778,49.6667,-2,?,-4.44444,15.3333,0.335026,-1.66585,grass
7,72,9,0,0,0.166667,0.562964,0.666667,4.07407,1.85185,49.2222,25.4444,37.7778,-8.88889,0,-13.8889,22.3333,0.832275,1.99038,cement
104,138,9,0,0,2.05556,0.385185,0.5,0.074074,59.4815,38,5,43.8889,-8.33333,24.2222,-7.11111,29.2222,0.17818,-1.33379,path
4,75,9,?,0,1.38889,14.7741,8.55555,5.52963,61.2593,13.7778,15.3333,0,-0.666667,35.6667,18.7778,34.4444,0.381912,-2.31368,sky
228,18,9,0,0,6.61111,2.69155,14.1667,1.66296,41.6667,49.8889,6.88889,103,-25.6667,11.7778,-20.6667,145.333,0.417218,-1.21111,path
170,51,9,0,0,0.944445,0.477778,1,0.327731,20.6296,52.2222,18.6667,40.8889,-20.2222,37.4444,14.1111,25.1111,1,-2.10133,foliage
104,120,9,0,0,2.94444,0.574134,1.05556,1.68215,42.037,50,72.6667,133,-43.4444,12.6667,-7.55556,62.6667,0.085017,-2.27113,brickface
241,128,9,0.111111,0,2.77778,0.651852,0,3.15556,126.333,15.7778,41.1111,37.5556,3.88889,4.66667,-6.11111,28.1111,0.297413,0,path
218,169,9,0,0,1.88889,1.4963,6.05556,4.04444,19.5926,3.22222,63.2222,43.5556,-7.66667,43.2222,-4.88889,13,0.777778,2.32811,brickface
20,232,9,0,0,2.44444,0.928958,7.16667,2.56183,107.519,7.11111,136.889,5.66667,-6.77778,44.7778,-17.8889,9.66667,0.318191,-2.01451,brickface
34,188,9,0,0,0.5,1.00741,1.05556,1.24276,23.8889,31.3333,1.88889,?,-13.5556,26.1111,-22.2222,62,0.294515,-0.897859,sky
135,249,9,0.111111,0,1.5,0.029629,4,0.327731,8,43,141.667,42.5556,0,8.11111,-3.77778,25.8889,0.442788,-2.36488,foliage
124,142,9,0,0,0.888889,0.82776,2.44444,2.45327,29.8148,41.2222,10.7778,?,-11.4444,20,-4.77778,61,0.290982,2.39174,foliage
147,140,9,0,0.111111,1.94445,2.06296,2.44444,2.48924,105.778,1.11111,69.6667,33.3333,-10.2222,17.2222,-13.2222,4.44444,0.278387,-2.2357,cement
167,197,9,0,0,0.722222,2.2575,1.11111,1.86984,14.7407,2,76.5556,43.4444,-2.55556,0.666667,-6.88889,23.6667,0.944811,-2.0944,grass
254,232,9,0,0,1,0.177778,1.77778,0.730297,21.4444,20.7778,71,51.6667,-17.7778,20.7778,-8.66667,22.8889,0.984127,-2.12656,sky
156,106,9,0,0,0.777774,1.84074,2,0,15.5185,5,3.55556,27.3333,-11.8889,34.2222,-14.3333,3,0.335115,-2.07387,path
138,218,9,0,0,1.88889,0.712325,9.44444,0.834444,40.4444,43.3333,79.4444,19.7778,-7,27.2222,-7.33333,6.44444,0.529982,-2.02117,cement
45,177,9,0,0,1.38889,0.459472,?,2.61336,12.3333,40.2222,23.6667,38,-11.8889,43.2222,-3.66667,26.6667,0.273647,2.2221,path
164,32,9,0,0,2.55556,0.02963,1.83333,0.443052,17.4815,8,0,15.6667,1.55556,12.5556,-4.22222,29.3333,0.296294,-2.27085,grass
162,140,9,0,0,2.16667,2.18072,3.11111,2.48924,96.3333,48.2222,80,0,-0.555556,33.7778,-5.66667,5,0.289144,-2.1868,path
200,112,9,0,0,18.9444,0.459466,6.22222,0.02963,43.963,52.6667,11.4444,0.666667,-4.33333,-0.888889,-20.7778,0,0.330418,-2.06451,sky
140,211,9,0,0,0.833333,15.263,1.11111,0.107407,36.7407,79.2222,5.88889,51.2222,-14.7778,32.8889,-13,75.3333,0.30227,2.50439,path
150,27,9,0,0,0.722222,1.84992,1.44445,0.998146,121.444,1.11111,5.55556,29,-28.6667,40.3333,-14.8889,55,0.297096,-2.02086,path
106,173,9,0,0,2.66667,0.843274,2.27778,0.222216,44.0741,4.55556,126.778,16.6667,-20.2222,16.8889,-26.8889,26.2222,0.968254,-1.87105,grass
?,62,9,0.111111,0,1.27778,0.418518,3.61111,0.712327,44.963,47.1111,3.55556,3.55556,-3.77778,42.2222,-20.6667,128.667,0.660813,2.2422,foliage
58,116,9,0,0,0.666667,0.651853,0.5,0.711109,41.2593,80.8889,5.22222,35.7778,0,0.666667,-11.8889,21.8889,1,2.41326,path
33,139,9,0,0,3,9.08968,1,0.720081,11.0741,50.4444,19,0.666667,-31.3333,10.3333,-13.6667,142.222,0.237567,-2.1931,window
156,15,9,0,0,15.3889,1.06284,4,0.54433,135.296,0,37,?,-14,29.4444,12.4444,22.6667,0.399901,-2.23989,cement
160,115,9,0,0,1.05556,1.51535,1.77778,1.18519,16.3704,20,21,132.778,5.22222,7.77778,-2.88889,61.5556,0.911155,-2.40159,path
228,78,9,0,0,1.44444,2.36095,3.22222,0.077778,137.148,0.555556,13,15.7778,-11.1111,33.1111,-4.44444,79.4444,0.515187,-1.66401,foliage
129,181,9,0,0.111111,0.333333,0.02963,1.27778,2.44445,53.3333,101,138.778,50.3333,-30.1111,48.8889,-18.3333,49.4444,0.962963,-2.18361,sky
20,184,9,0,0,2,0.162964,0.833332,2.61336,34.7037,0.444444,44.1111,33.7778,4,33.7778,-11.4444,61.5556,0.124312,-2.25844,sky
228,92,9,0,0,2.22222,442.178,5.94444,0.207408,64.6296,9.33333,14,3.77778,-3.33333,-6.33333,-4.66667,145.667,1,-1.61045,path
239,192,9,0,0,0.333333,0.809664,1.16667,2.08344,45.0741,13.5556,74.4444,17.5556,-10.4444,-6.66667,-14,16.8889,0.290668,2.15678,window
252,188,9,0,0,0.166667,0,1.77778,1.30668,17.2593,36.7778,30,1.77778,4,9.33333,-21.2222,30.1111,0.251852,1.94083,sky
233,152,9,0,0,0.333334,1.01111,2.05555,2.80806,63.6296,35.4444,141.667,35.1111,-23.2222,16.2222,-4.88889,23,0.207702,2.25223,path
6,93,9,0,0,0.611111,0.47778,6.5,2.74604,5.7037,50.4444,145.333,25.5556,-0.111111,22.6667,-11.8889,81.6667,0.888889,-2.0487,path
55,190,9,0,0,3.22222,0.018519,2.05556,1.42222,0,13,68.7778,15.8889,-10.1111,17.2222,-12.5556,0.444444,0.339149,-2.51916,path
42,13,9,0.111111,0,0.777778,0.088889,0.277778,0.177778,125.778,46.8889,?,100.556,-19,20,-16.3333,26.5556,0.165549,-1.06897,path
214,221,9,0,0,1,0.534027,1.83333,110.878,5.59259,112.667,45.7778,48.5556,-20.3333,53.2222,-15,9.66667,0.680808,2.43278,grass
178,111,9,0,0,2.44444,1.08519,?,0.074074,5.85185,30.1111,0.777778,20.1111,-22.6667,36.4444,-20.3333,23.3333,0.261958,-2.13737,grass
175,140,9,0,0,1.27778,1.78159,0.611111,5.5889,22.1111,53.4444,14.1111,20.7778,-4.11111,48,-18.1111,8.55556,0.500944,-2.10507,foliage
254,64,9,0,0,25.5,3.79131,3.77778,1.01105,11.2593,21.5556,0,52.3333,3.22222,71,15,74.4444,0.41916,-2.10623,window
204,193,9,0,0,1.16667,1.57407,2.66667,1.30741,4.96296,4.55556,147.222,3,-0.888889,18.1111,-1.55556,5.11111,0.479958,?,cement
180,123,9,0,0,0.777777,?,3.05556,0.32963,0,45.4444,141,3.22222,-13.5556,27.8889,15.5556,52.6667,0.280578,-2.07083,sky
59,233,9,0.111111,0,0.777779,1.4963,0.388889,19.0074,22.7407,115.111,135.778,15.3333,-25.6667,46.5556,-18.8889,32.5556,0.30862,-1.5483,brickface
60,183,9,0,0,1.72222,1.76908,0.277778,0.429629,109.704,45.4444,53.7778,0.111111,-26.4444,-5.22222,-3.44444,3.22222,0.421621,-2.38661,foliage
103,105,9,0,0,0.555555,0.02963,2.66667,1.44074,2.74074,17.1111,7.44444,118.889,-19.8889,38.7778,-2.33333,131.111,0.389695,0,sky
196,77,9,0,0,0.222222,0.240741,2.66667,0.365146,22.7407,74.5556,72.6667,118.556,-3.11111,2.44444,-2.77778,20.4444,0.347032,-1.80255,foliage
51,246,9,0,0,0.833335,0.162963,0.777778,2.0221,14.2222,2.88889,59.8889,1.77778,-6.88889,62.3333,-11.8889,49.6667,0.427811,2.17984,path
231,115,9,0,0,1.44444,0.444445,0.833333,1.88519,4.59259,52.8889,8.33333,6.22222,-38,48.2222,-25,25.6667,0.303071,-2.06695,window
150,69,9,0,0,1,5.35185,0.777778,0.182574,1.22222,35.7778,143.889,76.7778,-14,5.22222,10.7778,58.5556,0.204675,-2.2515,sky
204,215,9,0,0.111111,3.05556,2.85709,14.0556,3.2157,26.037,3.55556,56.3333,36.1111,-8.88889,-0.555556,-8.33333,130.889,0.565476,-2.0944,sky
83,180,9,0,0,0.055556,1.24722,0.833333,1.44074,2.07407,41.2222,53.6667,0,-16.3333,40.5556,-8.66667,38,0.334962,-1.70594,window
?,124,9,0,0,1.11111,0.389681,2.44444,0.207407,49.4815,37.1111,0.666667,13.5556,-15.2222,27.4444,-11.1111,72.1111,0.299865,-1.98191,window
134,24,9,0,0,1.88889,2.88033,1.66667,0.860663,45.037,21.1111,80,9.55556,-11.5556,4.11111,-13,137.444,0.651133,-2.09781,window
238,82,9,0,?,1.72222,4.55185,11.7778,2.36095,19.0741,49.6667,0.111111,108.889,-14,-6.66667,16.5556,11.5556,0.833935,-2.09056,window
26,159,9,0,0,0.5,0.444444,0.833333,0.522222,22.7407,7.55556,149.889,39.4444,-22.4444,44.3333,-13.7778,0,0.576021,-2.1931,brickface
112,200,9,0,0,1.22222,3.4963,2.61111,0.403686,3.40741,6,78.1111,41.7778,-11.1111,23.8889,-13.1111,0,0.296365,-2.04915,cement
19,146,9,0,0,1.05556,0.240741,2.83333,3.11111,18.963,41.1111,139.667,0.111111,-18.1111,-4.44444,-11.6667,18.4444,1,-2.05611,path
87,156,9,0,0,0.944445,0.062963,0.222222,14.4,14.7407,39.4444,14.8889,10.5556,-0.333333,55.4444,11.4444,39.4444,0.608437,-1.94909,sky
151,222,9,0,0,0.888888,1.06284,1.11111,1.04704,13.6296,111.333,132.333,104.889,-3.77778,7.11111,-14.4444,1.11111,0.119532,-2.3262,brickface
160,48,9,0,?,2.38889,1.08519,1.05556,0.207407,5.2963,34.8889,129.222,39.4444,-20.5556,35.5556,-22.2222,138.778,0,-2.08357,sky
121,96,9,0,0,0.944444,1.12963,0.555555,0.646928,25.3333,1,141.333,50.8889,-16.2222,3.33333,?,20.4444,0.320664,-2.07124,window
227,119,9,0.111111,0,0.166667,0.255556,1.72222,0.490652,110.593,135.111,10.7778,52.1111,-8.77778,0,-7.33333,7.66667,0.300019,-1.57448,grass
249,83,9,0,0,1.38889,0.862965,4.94444,0.088889,1.40741,40.2222,49.4444,41.8889,-18.6667,54.4444,-3,74.1111,0.335021,2.35044,grass
252,177,9,0,0,1.5,0.311111,1.11111,121.244,0.703704,0,59.8889,48.1111,-22.7778,23.7778,-12,72.6667,0.427811,-2.20544,window
194,88,9,0,0,1.27778,0.688531,0.222222,0.533333,23.7037,6.88889,28.4444,40.3333,-27.5556,33.8889,9.77778,3.44444,0.987654,-1.90498,path
173,91,9,0,0,1.44444,0.834443,0.333333,0.888889,111.926,52.8889,70.3333,76.7778,-27.8889,-8.88889,-4.66667,3.22222,0.309556,-1.95809,foliage
187,114,9,0.111111,0,0.944443,0.02963,1.22222,0.344266,56.7037,11.4444,14.5556,19.4444,2.33333,55.2222,-2.55556,5.66667,0.401965,1.93847,path
218,141,9,0.111111,0,1.77778,0.062963,1.44444,3.55556,123.444,61,63.2222,?,-19.3333,-4.66667,-16.7778,70,0.451359,-2.07846,window
63,183,9,0,0,1.83333,2.05931,0.277778,0.620633,49.1852,18.4444,13.4444,8.33333,-39,43.3333,-17.6667,16.5556,0.385555,-2.29808,grass
5,243,9,0,0.111111,0.888889,0.443052,1.77778,1.73845,10.8148,7,13.1111,2,-12.6667,0,-6.44444,56.5556,0,2.45383,grass
115,187,9,0,0,1,0.32963,1.38889,2.44445,9.22222,36.2222,2.33333,0,-20.7778,8.11111,12.8889,132.444,0.416299,-2.39327,foliage
163,195,9,0,0,1.05556,0.02963,3.55556,0.443052,135.963,2.44444,145.333,0.555556,-11.5556,8.88889,-17.5556,28.7778,0.777778,-2.52165,path
77,26,9,0.111111,0,2.22222,2.53333,2.83333,1.8227,19.4074,53,64.4444,53,-21,-9.22222,-24.1111,20.1111,0.333333,-2.23183,foliage
181,218,9,0,0,4.22222,0.207408,1.88889,1.04074,60.4444,0.555556,9,4.77778,-4.77778,24.6667,-14.5556,48.2222,0.705556,-2.2863,window
190,134,9,0,0.111111,4.55556,125.867,0.666667,0.272165,28.1481,0,50.1111,27.8889,-10.7778,37.5556,8.77778,140.667,0.41031,0,cement
146,145,9,0,0,1.5,0.018519,4.72222,1.73845,50.0741,7,24.6667,15.5556,-2,36.4444,0,11.6667,0.300672,-2.2015,foliage
132,105,9,0,0,1.05556,?,2.66667,1.61589,126.148,0.333333,7.88889,3.55556,-3.88889,73,14.4444,0,0.181821,-2.0667,grass
81,103,9,0,0,0.555555,1.97391,2.11111,0.296296,57.7407,50.2222,15,3.33333,-9.22222,2.77778,-10.2222,75.5556,0.556437,-2.20544,foliage
105,71,9,0,0,2.22222,15.663,0.666667,3.07439,17.4815,15.2222,12.1111,0,-13.5556,0,-2.55556,9.77778,0.940741,-1.17545,path
33,58,9,0,0,4.72222,0.02963,4.44444,3.2445,19.6296,7.66667,15,0.555556,0,44,17.2222,128.333,0.790011,-1.62715,brickface
96,83,9,0.111111,0,1.27778,2.32963,1.16667,14.4,6.25926,35.7778,13.1111,0.666667,-12.6667,40.7778,-16.5556,77.7778,1,-2.2393,path
248,73,9,0,0,7.27778,0.607407,3.66667,0.118519,125.778,38,15.7778,131.333,-5.11111,8.66667,-2.88889,117.111,0.321345,-1.97219,brickface
109,204,9,0,0,1.5,0.518519,1.55556,0.551852,6.11111,13.3333,142.222,2.55556,-10.7778,24.5556,-10.8889,19.4444,0.60922,-2.06451,window
235,145,9,0.111111,0,0.222222,0.207407,4.61111,0.934919,0.148148,0.444444,145.333,30.1111,0.111111,15.1111,-6.88889,11.5556,0.395671,-1.9427,cement
58,125,9,0,0,0.777778,1.27407,1.11111,0.418519,6.44444,6.66667,72.6667,49.8889,-4.55556,25,-3.11111,76.1111,0.265535,-0.877707,window
216,158,9,0,0,2.16667,1.93697,0.444444,3.11111,1.07407,123,6,36.5556,-14.7778,-7.55556,17.7778,37.4444,?,-2.35769,foliage
101,19,9,0,0,3.66667,1.80741,0.777778,1.32777,27.2222,35.4444,9,19.8889,-2.77778,35.3333,17.2222,30.5556,0.250721,-1.86115,sky
58,132,9,0,0,2.27778,0.311116,0.555556,3.74759,104.889,36.7778,43.7778,87.2222,-6.55556,14.4444,12.5556,26.8889,0,-2.37762,brickface
139,190,9,0.111111,0,1.27778,0.462964,3.61111,0.177778,56.7037,0.222222,6.11111,15.8889,-3.33333,28,0,48.4444,0.318129,-2.28056,path
60,34,9,0,0,1.33333,0.278887,1.27778,2.28519,32.3704,0,54.1111,102.778,-14.6667,35.6667,-20.8889,55.5556,0.113055,-2.0943,cement
159,134,9,0,0,0.555556,0.620633,1.66667,0.474074,0.740741,1.77778,21.4444,100.778,-17.5556,8.88889,19.7778,3.77778,0.645891,-2.05057,brickface
81,140,9,0,0,0.611111,4.35975,13.1667,1.25462,0.62963,0,29.3333,43.1111,-11.7778,37.7778,-20.8889,28,0.388973,-2.13368,cement
75,35,9,0,0,1.88889,3.2,1.5,3.52963,21.2222,5.11111,49.7778,36.1111,-26.6667,3.11111,-7.33333,140.556,0.248698,-2.38738,foliage
235,41,9,0,0,1.77778,1.26491,9.11111,0.836659,5.62963,100.667,1.77778,3.55556,-22.7778,37.5556,-3.88889,80,0.197569,-2.0944,window
17,68,9,0,0,0,0.42963,11.7778,4.95947,25.4444,0,145.556,3.44444,-11.2222,30.3333,-17.7778,21.5556,0.153616,-2.02427,foliage
55,136,9,0,0,1.05556,1.85792,0.944444,4.90741,3.92593,44.8889,67.2222,52.4444,-10.6667,27.1111,-1.77778,30.5556,0.225384,-1.81389,foliage
228,109,9,0,0,1.27778,0.207407,0,18.9222,126.148,21.4444,29.6667,48.3333,3.22222,49,-20.2222,52.6667,0.806658,-2.33949,foliage
151,70,9,0,0,11.6667,0.340741,22.1111,0.904721,92.3333,112.667,19.7778,0,1.55556,32.6667,15,2.88889,0.249836,2.12242,grass
76,182,9,0.111111,0,0.611111,0.82776,0.166667,0.71111,53.6667,117.667,90.1111,29.4444,5.33333,25.4444,-21.1111,20.3333,0.250204,-1.88773,sky
78,17,9,0,0,0.888889,0.750308,1.11111,0.074074,0.740741,45,149.556,45.6667,-12,23.1111,-24.3333,79.4444,0.312927,-1.63686,sky
170,233,9,0,0,?,0.207408,0.388889,0.488889,126,13.3333,52.6667,118.889,-11.4444,-1.22222,-8.66667,1.44444,0.278345,-2.01892,sky
34,53,9,0,0,1.66667,2.73861,2.88889,1.70741,136.296,34.5556,56.3333,0,-16.5556,39.2222,-2.33333,132,0.867665,2.03363,path
127,70,9,0,0,1.66667,2.12222,3.61111,0.551852,17.1111,52.5556,146.556,51.2222,-16.2222,56.8889,-7.66667,3.88889,0.301508,-1.07766,path
191,16,9,0,0,2,0.15185,1.61111,2.37407,14.4815,51.7778,42.2222,0,-18,47.1111,-7,26.4444,0.472975,-2.1427,path
92,110,9,0,0,5.5,0.166667,0.777777,3.44074,0.148148,13.3333,60.6667,0.333333,-20.5556,0,17.7778,7.66667,0.365503,-2.21654,path
71,196,9,0,0,0.222222,0.655462,6.05556,0,44.963,20.3333,12.4444,47.7778,-15.6667,-3.11111,-7.22222,?,0.78993,-1.27399,foliage
