% randomly generated dataset
@relation segment
@attribute region-centroid-col NUMERIC
@attribute region-centroid-row NUMERIC
@attribute region-pixel-count NUMERIC
@attribute short-line-density-5 NUMERIC
@attribute short-line-density-2 NUMERIC
@attribute vedge-mean NUMERIC
@attribute vegde-sd NUMERIC
@attribute hedge-mean NUMERIC
@attribute hedge-sd NUMERIC
@attribute intensity-mean NUMERIC
@attribute rawred-mean NUMERIC
@attribute rawblue-mean NUMERIC
@attribute rawgreen-mean NUMERIC
@attribute exred-mean NUMERIC
@attribute exblue-mean NUMERIC
@attribute exgreen-mean NUMERIC
@attribute value-mean NUMERIC
@attribute saturation-mean NUMERIC
@attribute hue-mean NUMERIC
@attribute class {brickface,sky,foliage,cement,window,path,grass}
@data
127,143,9,0,0,1.5,0.122222,14.0556,0.607407,41.8148,0.888889,7.33333,0.888889,-9.88889,6.66667,-5.88889,21.8889,0.915376,-2.25741,foliage
93,67,9,0,0,1.72222,1.38911,1.5,1.1879,60.7407,53,75.8889,53.3333,-23.2222,45.4444,-22.2222,75.8889,0.339618,-2.1098,sky
17,124,9,0,0,1.16667,0.611111,0.999999,0.785185,7.96296,14.5556,2.66667,0.555556,3.22222,4.55556,-1.77778,2.66667,0.953704,-2.16921,foliage
93,231,9,0,0,2.44444,12.2667,1,3.15556,12.2963,8.77778,11.1111,17,-10.5556,-3.55556,14.1111,17,0.485216,-2.57363,?
49,177,9,0,0,0.999999,4.21329,0.833333,0.72265,125.111,114,141.556,119.778,-33.3333,49.3333,-16,141.556,0.194537,-2.31368,sky
21,90,9,0,0,0.666668,1.67885,0.777779,1.99629,113.481,105.889,128.556,106,-22.7778,11.7778,-17.2222,128.556,0.179697,-2.09781,sky
86,239,9,0.111111,0,2.05556,1.88518,1.72222,3.39629,21.1481,2.22222,26.3333,15.6667,0.888889,15.5556,-16.4444,26.3333,0.331663,-1.51256,path
174,238,9,0,0,1.16667,0.877777,1.05556,2.28518,8.51852,53,5.66667,12.4444,-3.22222,-8.55556,11.7778,57.1111,0.54054,1.84473,grass
58,189,9,0,0,1.11111,1.08866,3.16667,1.00554,49.6667,45.1111,60.8889,43,-13.6667,33.6667,-20,60.8889,0.29381,-1.97322,path
208,240,9,0.111111,0,1.38889,3.67407,2.44444,5.00741,14.1481,?,13,18.5556,-9.77778,-3.44444,13.2222,18.5556,0.421621,2.39249,grass
241,218,9,0,0,1.77778,3.4963,2.66667,1.02222,8.44444,5.44444,7.11111,12.5556,-9,-3.33333,12.3333,12.5556,0.569266,2.36144,grass
174,115,9,0,0,2.44444,3.40741,5.22222,12.2667,29.4815,23.1111,40.1111,25.2222,-19.1111,31.8889,-12.7778,40.1111,0.421493,-2.21866,window
86,101,9,0,0,3.27778,1.65216,2.22222,1.80944,65.1852,53.6667,29.4444,54,-23.2222,8.88889,-22.2222,76.5556,0.299579,-2.10937,path
137,147,9,0.111111,0,1.55556,0.942809,2.05556,2.81852,27.2222,20.5556,38.6667,22.4444,-20,34.3333,-14.3333,38.6667,0.468165,-2.20457,cement
110,92,9,0.111111,0,1.88889,4.02963,2.27778,3.52963,7.44444,117.667,138.111,6.44444,-12.6667,54.7778,-2.88889,56.3333,0.759012,-2.45218,foliage
23,55,9,0,0,2.22222,1.18519,3.88889,0.785185,5.22222,21.6667,31.1111,17.5556,-8,23,-17.6667,31.1111,0.43507,-1.13454,brickface
23,?,9,0,0,1.66667,2.88033,7.38889,37.2185,30.5926,27.4444,37.7778,26.5556,-9.44444,21.5556,-12.1111,146.333,0.284148,-2.00911,path
190,130,9,0,0,2,1.56347,2.27778,0.403687,20.1481,0.333333,14.3333,42.6667,-15.1111,36.2222,-21.1111,61.7778,0.309236,-1.98456,path
127,118,9,0,0,1.72222,1.52963,3.44444,9.4963,22.7407,21.5556,29,17.6667,-3.55556,18.7778,-15.2222,29,0.390398,-1.52425,brickface
92,62,9,0.111111,0,1.44444,1.82168,2.05556,0.278887,14.963,9.55556,23.4444,11.8889,-10.3333,25.4444,-9.22222,23.4444,0.596422,-2.23536,foliage
77,80,9,0,0,0.555556,0.385185,0.666667,0.4,6.44444,7.55556,8.11111,3.66667,3.33333,5,-8.33333,8.44444,0.56433,-1.77116,brickface
238,72,9,0,0,1.38889,0.459466,1.05556,0.680412,121.704,109.222,139,116.889,-37.4444,51.8889,-14.4444,139,0.214204,-2.36422,sky
54,133,9,0,0,4.38889,1.70511,1.27778,1.21868,21.4444,19.8889,25.7778,18.6667,-4.66667,13,-8.33333,24.7778,0.270271,-1.90381,cement
142,185,9,0.111111,0,2.27778,1.76908,3.11111,1.16746,47.8148,43.8889,58.2222,41.3333,-11.7778,31.2222,-19.4444,58.2222,0.289144,-1.93792,path
29,120,9,0,0,0.444444,0.403687,0.611111,0.680414,16.037,14.4444,13.3333,20.3333,-4.77778,-8.11111,12.8889,20.3333,0.342307,1.94304,grass
212,152,9,0,?,5,7.64444,2.38889,3.26296,26.5556,20.3333,37.6667,21.6667,-18.6667,33.3333,-14.6667,37.6667,0.334962,-2.16573,cement
136,129,9,0,0,1.94444,3.08519,2,3.15556,8.33333,19.1111,34.8889,0.111111,-16.7778,30.5556,-13.7778,34.8889,0.449747,-2.16105,cement
212,235,9,0,0,1.44444,1.45551,1,0,19,21.1111,24,32.5556,-14.3333,-5.66667,20,32.5556,0.351881,2.35602,grass
9,72,9,0,0,0.777777,0.562961,1.5,0.744447,14.5556,114.111,141.111,0.666667,-34,47,-13,142.889,0.297547,-2.3662,sky
54,140,9,0.111111,0,0.722222,0.443053,1.77778,1.04704,24.7037,3.77778,14,7.22222,-13.6667,17,-3.33333,14,0.423483,-2.44232,foliage
82,120,9,0,0,5.66667,46.9333,5.94444,60.063,6.96296,3.33333,0.222222,4.77778,-10.8889,17.4444,-6.55556,12.7778,0.822893,-2.24013,foliage
164,178,9,0.222222,0,1.38889,0.862965,2.5,1.45556,23.8148,20.2222,21.1111,30.1111,-10.7778,-8.11111,18.8889,30.1111,0.329212,2.19031,grass
226,72,9,0,0,1.27778,0.818518,1.38889,1.44074,4.51852,1.55556,9.44444,2.55556,-38.6667,50.1111,-4.33333,141.111,0.84169,-2.21672,foliage
38,79,9,0,0,16.2778,40.863,14.1667,155.322,32.7778,24.3333,58.2222,28.2222,-25.3333,39,-13.6667,45.7778,0.489062,-2.04465,foliage
29,111,9,0,0,0.388889,0.240741,0.611111,0.888889,5.40741,6.88889,6.33333,3,4.44444,2.77778,-7.22222,6.88889,0.564153,-0.897859,brickface
205,204,9,0,0,1.55556,0.958394,1.88889,0.133333,21.1481,14.3333,5,25.5556,-14,-5.66667,19.6667,82.5556,0.439342,2.34873,grass
171,89,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27031,0,window
50,199,9,0,0,3.22222,2.97894,2,4.61599,55.6667,49.1111,69.7778,48.1111,-19.6667,42.3333,-22.6667,69.7778,0.312414,-2.26746,path
252,71,9,0,0,0.722221,0.329628,1.33333,0.71111,89.1482,72.7778,115.556,79.1111,-49.1111,79.2222,-30.1111,115.556,0.370097,-2.24948,sky
11,118,9,0,0.111111,0.277778,0.151852,0.388889,0.062963,0.703704,0,23.8889,0.111111,-12,3.88889,-17.3333,2,1,-2.13264,foliage
239,137,9,0,0,2,1.36083,4.38889,1.08866,40.8519,39.8889,45.3333,37.3333,-2.88889,13.4444,-10.5556,71.5556,0.176066,-2.04515,cement
153,183,9,0,0,9.38889,5.67026,2.94444,3.51768,19.5926,112.667,37.4444,26.3333,-9.55556,21.4444,-11.8889,37.4444,0.300208,-2.01778,grass
188,42,9,0,0,0.777779,0.54433,1.66667,1.26491,108.926,95.6667,126.222,104.889,-39.7778,51.8889,-12.1111,126.222,0.241934,-2.41039,sky
173,67,9,0,0,1.11111,1.24127,0.222222,0.344265,0.740741,0.777778,40.7778,0.333333,0.111111,1.11111,-22.1111,1.11111,0.231481,-1.51268,window
115,138,9,0,0,2.72222,0.088889,0.333333,0.177778,0.777778,0,2.33333,0,-2.33333,4.66667,-12.7778,2.33333,1,-2.0944,foliage
36,243,9,0.111111,0,1.88889,1.85185,2,0.71111,13.3333,9.88889,15.5556,18,-2.22222,-3.66667,14,18,0.452229,2.36831,grass
105,139,9,0,0,0.277778,0.250924,0.833333,0.522222,6.11111,7.55556,7.22222,3.55556,4.33333,3.33333,-7.66667,7.55556,0.532628,-0.965946,sky
107,226,9,0,0,1.55556,3.0963,3.55556,2.56296,7.85185,5.77778,6.55556,11.2222,-6.22222,-3.88889,10.1111,11.2222,0.526881,-1.99081,grass
8,93,9,0,0,0.833333,0.459468,1.05556,0.928959,6.11111,15.1111,28.8889,15.6667,-14.3333,27,-12.6667,28.8889,0.480246,-2.13621,window
64,?,9,0,0,0.944445,0.151853,1.66667,0.31111,29.0741,1,146.444,135.333,-18.6667,26,-7.33333,146.444,0.101515,-2.3586,sky
66,41,9,0,0,0.611112,0.327731,2.72222,0.327733,99,95.1111,128.889,105.111,-43.7778,57.5556,-11.4444,128.889,0.339145,-2.40475,sky
228,13,9,0,0.111111,18.9444,188.507,33.4444,889.363,42.8148,35.8889,52.6667,39.8889,-20.7778,29.5556,-8.77778,52.6667,0.398824,-2.34606,foliage
?,90,9,0,0,7.38889,6.94556,1.27778,0.879814,65.1852,57.6667,79.7778,58.1111,-22.5556,43.7778,-21.2222,79.7778,0.278345,-2.10881,cement
174,181,9,0,0,1.83333,3.15113,5.66667,2.78688,59.0741,52.3333,74.2222,50.6667,-20.2222,45.4444,-25.2222,3,0.317345,-2.02086,path
182,145,9,0.111111,0,3.66667,2.04396,1.77778,1.24127,48.4444,43.7778,59.8889,0,-14,34.3333,-20.3333,59.8889,0.304522,-1.97306,path
240,118,9,0,0,0.444445,0.118518,0.444445,0.162963,6.25926,7.55556,7.66667,3.55556,3.88889,4.22222,-8.11111,7.77778,0.543871,-1.0762,brickface
173,122,9,0,0,0.444444,0.403687,0.444444,63.9444,0.555556,0,7.88889,0.444444,-1.66667,2,7.55556,1.22222,0.555556,-2.44456,foliage
123,134,9,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,window
81,126,9,0,0.111111,1.94444,0.340741,1.05556,7.27407,2.96296,0.555556,6.55556,1.77778,-7.22222,10.7778,-3.55556,6.55556,0.935706,-2.2891,foliage
90,111,9,0,0,1.66667,1.46667,1.61111,1.02222,18.6296,19.7778,22.2222,13.8889,3.44444,8.66667,-14.2222,22.2222,0.374312,-1.33379,brickface
38,241,9,0,0,2.05556,0.574134,1.55556,1.42465,14.3333,113.444,14,18.1111,-16.2222,-1,11.3333,78.4444,0.399901,2.54414,grass
2,114,9,0,0,1.38889,1.44074,0.888888,0.607411,95.1111,80.6667,118.778,85.8889,-43.3333,71,-27.6667,118.778,0.320664,-2.2357,path
6,128,9,0,0,1.66667,2,1.61111,2.10741,19.5926,18.7778,25.6667,0,-2.44444,18.2222,-13.1111,25.6667,0.442861,-1.68129,brickface
68,198,9,0,0.111111,2.88889,0.742868,3.27778,2.87067,58.0741,51.4444,71.8889,46.5556,-19.8889,41.4444,-21.5556,71.8889,0.291301,-2.06489,window
57,159,9,0,0,3.83333,2.64785,6.38889,3.46677,54.963,47.8889,69.2222,22.8889,-21.2222,42.7778,-21.5556,69.2222,0.317006,-2.08475,sky
33,135,9,0,0,0.388889,0.151852,1.05556,0.162963,2.40741,1.33333,5.11111,0.777778,-3.22222,8.11111,-4.88889,5.11111,0.849735,-1.97219,window
119,249,9,0.111111,0,2.05556,2.06296,2.33333,5.51111,13.3704,12.2222,13.1111,14.7778,-17.4444,-0.777778,4.22222,15,0.203249,2.56344,grass
44,233,9,0,0,2.22222,2.14649,2.11111,1.32777,14.4815,12.5556,11.3333,19.5556,-5.77778,-9.44444,-8.66667,61.7778,0.422174,1.9504,path
73,184,9,0,0.111111,0.722223,2.64074,4.44444,2.45553,58.7037,52.8889,30.4444,51,-17.4444,40.5556,-23.1111,72.2222,0.294187,-1.99774,path
35,118,9,0,0,0.055556,0.136083,0.777779,0.136083,0.037037,0,0.111111,0,-0.111111,0.222222,-0.111111,0.111111,0.111111,-2.0944,foliage
238,61,9,0,0,0.666667,?,0.722222,0.490653,8.77778,5.88889,14.3333,6.11111,-8.66667,1.77778,-8,14.3333,0.327383,-2.12184,window
223,190,9,0,0,2,1.0328,2.05556,1.46692,46.8889,42,57.7778,40.8889,-14.6667,32.6667,-18,57.7778,0.292226,-2.02513,path
14,146,9,0.111111,0,0.888889,0.474074,1.11111,0.740741,10.5926,8,15.6667,40.3333,-7.77778,15.2222,-7.44444,15.6667,0.487864,-2.10891,cement
123,68,9,0,0,0.944444,0.688531,0.722224,0.574134,107.37,94.2222,126.333,101.556,-39.4444,56.8889,-17.4444,126.333,0.25416,-2.33321,sky
123,95,9,0,0,2.55556,1.78471,9.11111,0.403686,60.8148,54.3333,74.8889,1.88889,-2.88889,42.2222,-22.7778,74.8889,0.292382,-2.03361,cement
70,71,9,0.111111,0,2.11111,1.80741,1.55556,2.07778,22.7778,21.8889,29.6667,16.7778,-2.66667,20.6667,-14.2222,29.6667,0.43357,-1.66796,brickface
18,82,9,0.111111,0,1.55556,0.962963,0.222222,5.04074,20.1852,20.2222,24.8889,15.4444,0.111111,14.1111,-12.8889,24.8889,0.380367,-1.55538,brickface
123,94,9,0,0,0.500001,0.077778,0.833333,0.033333,21.4444,16.8889,3.33333,17,-13.6667,27,-13.3333,30.4444,0.452182,-2.10097,window
101,72,9,0,0,2.5,4.74444,1.77778,6.29629,12.5185,101,35.7778,20.1111,-8.77778,27.8889,-19.1111,35.7778,0.436895,-1.84616,brickface
29,81,9,0.111111,0,2.61111,3.75185,2.72222,3.75185,20.4815,20.1111,26.1111,15.2222,-1.11111,16.8889,-15.7778,26.1111,0.412662,-1.56634,brickface
228,49,9,0,0,1.11111,0.860663,1.38889,0.975629,49.6667,42.7778,62.8889,43.3333,-20.6667,39.6667,-19,62.8889,0.319474,-2.12354,cement
158,151,9,0,0,0.555555,0.389682,4.44444,53.5889,19,15.2222,12,23.4444,-11.3333,-2,13.3333,12.6667,0.352606,2.50525,grass
102,179,9,0.111111,0,1.05556,1.53116,2.44444,1.88168,49.1852,44.8889,59.7778,0,-12.8889,6.11111,-5.22222,59.7778,0.282687,-1.9704,path
241,145,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
75,60,9,0,0,0.555555,0.785184,1.05556,0.062963,19.3333,18.8889,24.7778,52.8889,-1.33333,16.3333,-15,24.7778,0.419248,-1.62339,brickface
96,193,9,0,0,1.33333,1.11555,1.83333,1.84692,62.7037,54.7778,78.7778,54.5556,-23.7778,23.1111,-24.4444,78.7778,0.310288,-2.0944,path
83,198,9,0,0,2.38889,1.49691,4.83333,3.00925,59.7778,117,74,52.2222,-20,-2.44444,-22.6667,74,0.296314,-2.05057,path
63,94,9,0,0,3.05556,15.263,3.66667,0.177779,8.18519,6.55556,6.44444,11.5556,-4.88889,-5.22222,10.1111,11.5556,0.486717,2.09315,grass
